title,author(s),retail_price,discounted/sale_price,isbn10,book_type,number_of_pages,input_isbn
Making Sense of the Troubles,David McKittrick|David McVea,18.99,18.99,0141952008,ePUB,416.0,9780141952000
Wedding Tiers,Trisha Ashley,8.99,8.99,0007329059,ePUB,416.0,9780007329052
Ambush,Geraint Jones,15.99,15.99,140594403X,ePUB,400.0,9781405944038
Dune: The Gateway Collection,Frank Herbert,59.99,59.99,057512279X,ePUB,800.0,9780575122796
Sins of Empire,Brian McClellan,12.99,12.99,0356509303,ePUB,640.0,9780356509303
Never Somewhere Else,Alex Gray,12.99,12.99,0751555754,ePUB,320.0,9780751555752
Curious George Haunted Halloween,H. A. Rey,2.99,2.99,054446561X,ePUB,24.0,9780544465619
Don't Be Evil,Rana Foroohar,16.99,16.99,0241404304,ePUB,256.0,9780241404300
Survivor,Lesley Pearse,15.99,15.99,0241961548,ePUB,544.0,9780241961544
Bullied,Vera Hollins,4.29,4.29,1393148549,ePUB,,9781393148548
Milkman,Anna Burns,16.49,14.99,0571338763,ePUB,352.0,9780571338764
The Rotters' Club,Jonathan Coe,15.99,15.99,0141910046,ePUB,416.0,9780141910048
Lessons in Stoicism,John Sellars,14.99,14.99,0241382920,ePUB,96.0,9780241382929
The Little Book of Hygge,Meik Wiking,15.99,15.99,0241283930,ePUB,288.0,9780241283936
Call for the Dead,John le Carré,15.99,15.99,0141972246,ePUB,160.0,9780141972244
Middle England,Jonathan Coe,15.99,15.99,0241981328,ePUB,368.0,9780241981320
The Girl You Left Behind,Jojo Moyes,15.99,15.99,0141969199,ePUB,544.0,9780141969190
Abaddon's Gate,James S. A. Corey,12.99,12.99,0748122982,ePUB,560.0,9780748122981
Surface Detail,Iain M Banks,22.99,20.35,1841498955,Paperback,640.0,9781841498959
The Volunteer,Jack Fairweather,18.99,18.99,0753545195,ePUB,528.0,9780753545195
Katy,Jacqueline Wilson,9.99,9.99,014135397X,ePUB,320.0,9780141353975
How to Win Friends and Influence People in the Digital Age,Dale Carnegie Training,12.99,12.99,0857207296,ePUB,272.0,9780857207296
Wish You Were Here,Catherine Alliott,15.99,15.99,1405917903,ePUB,416.0,9781405917902
The Spy Who Came in from the Cold,John le Carré,15.99,15.99,014196362X,ePUB,272.0,9780141963624
False God of Rome,Robert Fabbri,7.49,6.99,0857899767,ePUB,300.0,9780857899767
I Am Dynamite!,Sue Prideaux,16.49,14.99,057133623X,ePUB,416.0,9780571336234
The Blank Slate,Steven Pinker,18.99,18.99,0141925914,ePUB,528.0,9780141925912
The Penguin Lessons,Tom Michell,14.99,14.99,140592182X,ePUB,288.0,9781405921824
Billion Dollar Whale,Tom Wright|Bradley Hope,23.99,23.99,0316436488,ePUB,400.0,9780316436489
The Secret Diaries Of Miss Anne Lister: Vol. 1,Anne Lister,12.99,12.99,074812571X,ePUB,384.0,9780748125715
The Value of Everything,Mariana Mazzucato,15.99,15.99,0241188822,ePUB,256.0,9780241188828
Christmas with the Bomb Girls,Daisy Styles,15.99,15.99,1405929812,ePUB,400.0,9781405929813
Child of the Phoenix,Barbara Erskine,10.99,10.99,0007320930,ePUB,944.0,9780007320936
Night Shift,Stephen King,16.12,12.99,0385528841,ePUB,,9780385528849
Out Of The Sun,Robert Goddard,14.99,14.99,140706830X,ePUB,432.0,9781407068305
Heaven And Hell,Don Felder,17.99,17.99,0297857029,ePUB,352.0,9780297857020
Endgame,Chloe Walsh,7.59,7.59,1370239297,ePUB,,9781370239290
Auschwitz Escape,Danny Naten,4.18,4.18,1301652814,ePUB,,9781301652815
Reinvention,Brian Tracy,2.99,2.99,0814413471,ePUB,224.0,9780814413470
The Fully Raw Diet,Kristina Carrillo-Bucaram,34.99,34.99,0544562364,ePUB,272.0,9780544562363
The Far Pavilions,M M Kaye,15.99,15.99,0141927135,ePUB,960.0,9780141927138
The Tibetan Book of the Dead,Karma-glin-pa (Karma Lingpa),4.39,4.39,0943217121,ePUB,,9780943217123
State of the Union,Nick Hornby,15.99,15.99,0241987806,ePUB,140.0,9780241987803
The Blood Crows,Simon Scarrow,11.99,11.99,0755357221,ePUB,448.0,9780755357222
Trust No One,Anthony Mosawi,15.99,15.99,0718186397,ePUB,400.0,9780718186395
A Liverpool Legacy,Anne Baker,11.99,11.99,0755399617,ePUB,384.0,9780755399611
The Curry Secret,Kris Dhillon,6.99,6.99,0716022524,ePUB,160.0,9780716022527
Steelheart,Brandon Sanderson,11.99,11.99,057510418X,ePUB,400.0,9780575104181
A Load of Old Tripe,Gervase Phinn,14.99,14.99,0141930969,ePUB,144.0,9780141930961
A Grave Matter,Anna Lee Huber,13.7,11.99,069814032X,ePUB,1.0,9780698140325
Black Notice,Patricia Cornwell,11.99,11.99,0748109250,ePUB,480.0,9780748109258
East of Eden,John Steinbeck,22.99,20.35,0141185074,Paperback,640.0,9780141185071
Value Proposition Design,,41.79,41.79,1118968077,PDF,0.0,9781118968079
The Ancient Secret of the Fountain of Youth,Peter Kelder,18.99,18.99,0753546418,ePUB,128.0,9780753546413
There There,Tommy Orange,51.95,51.95,0525520376,Hardcover,304.0,9780525520375
The Grey Ghost,Clive Cussler|Robin Burcell,15.99,15.99,1405937084,ePUB,400.0,9781405937085
Deep Black,Andy McNab,15.99,15.99,1407039202,ePUB,512.0,9781407039206
The Marriage Pact,Michelle Richmond,15.99,15.99,0718186117,ePUB,400.0,9780718186111
No Way Out,Cara Hunter,15.99,15.99,0241283523,ePUB,384.0,9780241283523
The Family,Martina Cole,11.99,11.99,0755375521,ePUB,300.0,9780755375523
Atelier Crenn,Dominique Crenn,72.59,58.99,054444468X,ePUB,376.0,9780544444683
Ancillary Justice,Ann Leckie,12.99,12.99,1405525843,ePUB,432.0,9781405525848
From The Dead,Mark Billingham,11.99,11.99,0748116397,ePUB,352.0,9780748116393
Transcendence,Gaia Vince,16.99,16.99,024128113X,ePUB,320.0,9780241281130
Black Diamonds,Catherine Bailey,15.99,15.99,0141906006,ePUB,544.0,9780141906003
Marx and Marxism,Gregory Claeys,14.99,14.99,0141983493,ePUB,256.0,9780141983493
Frostheart,Jamie Littler,9.99,9.99,0241355249,ePUB,209.0,9780241355244
Better Than Easy,Nick Alexander,5.99,5.99,0857896385,ePUB,300.0,9780857896384
Waylander,David Gemmell,11.99,11.99,1405512008,ePUB,384.0,9781405512008
The Aftermath,Rhidian Brook,15.99,15.99,0241957494,ePUB,336.0,9780241957493
Over Hill and Dale,Gervase Phinn,15.99,15.99,0141956836,ePUB,352.0,9780141956831
Who Moved My Cheese? ,Spencer Johnson,19.99,18.25,0091816971,Paperback,96.0,9780091816971
Brave New World,Aldous Huxley,15.99,15.99,140702101X,ePUB,272.0,9781407021010
The One You Really Want,Jill Mansell,11.99,11.99,0755351983,ePUB,300.0,9780755351985
The 6th Target,James Patterson|Maxine Paetro,4.99,4.99,0755387295,ePUB,338.0,9780755387298
A Friend of the Family,Lisa Jewell,15.99,15.99,0141916230,ePUB,432.0,9780141916231
State of the Union,Brad Thor,9.99,9.99,0743492625,ePUB,352.0,9780743492621
Animal Farm,George Orwell,4.79,4.79,0547370229,ePUB,,9780547370224
The Warehouse,Rob Hart,15.99,15.99,1473563747,ePUB,368.0,9781473563742
Skin Game,Jim Butcher,12.99,12.99,0748130829,ePUB,464.0,9780748130825
The Missing Sister,Dinah Jefferies,15.99,15.99,0241985447,ePUB,400.0,9780241985441
Be More Pirate,Sam Conniff Allende,15.99,15.99,0241981115,ePUB,320.0,9780241981115
Genghis Khan and the Making of the Modern World,Jack Weatherford,25.7,20.99,0307237818,ePUB,,9780307237811
Mrs Frisby and the Rats of NIMH,Robert C. O'Brien,9.99,9.99,0141968583,ePUB,256.0,9780141968582
The Red Pyramid (The Kane Chronicles Book 1),Rick Riordan,12.99,12.99,0141331585,ePUB,544.0,9780141331584
First You Write a Sentence.,Joe Moran,15.99,15.99,0241978505,ePUB,256.0,9780241978504
Flowers For Algernon,Daniel Keyes,9.99,9.99,0575088494,ePUB,224.0,9780575088498
Spider-Man,Dan Slott,21.99,17.99,0785182977,ePUB,,9780785182979
The Secret Life of Bees,Sue Monk Kidd,12.99,12.99,0755385179,ePUB,225.0,9780755385171
Battlefield of the Mind,Joyce Meyer,8.99,8.99,0446540420,ePUB,,9780446540421
Mythos,Stephen Fry,15.99,15.99,1405934166,ePUB,400.0,9781405934169
Captivate,Vanessa Van Edwards,15.99,15.99,0241981417,ePUB,256.0,9780241981412
Brideshead Revisited,Evelyn Waugh,15.99,15.99,014190318X,ePUB,336.0,9780141903187
The Raven Tower,Ann Leckie,63.25,63.25,0316388696,Hardcover,432.0,9780316388696
The New Annotated Frankenstein (The Annotated Books),Mary Shelley|Anne K. Mellor,54.95,43.99,087140950X,ePUB,416.0,9780871409508
The Girl Who Fell From The Sky,Simon Mawer,11.99,11.99,0748128808,ePUB,320.0,9780748128808
Before the Rains,Dinah Jefferies,15.99,15.99,0241978823,ePUB,400.0,9780241978825
American Spring,Walter R. Borneman,17.99,17.99,0316221015,ePUB,480.0,9780316221016
4th of July,James Patterson|Maxine Paetro,22.99,20.4,0755349296,Paperback,448.0,9780755349296
London Bridges,James Patterson,22.99,20.4,0755349385,Paperback,448.0,9780755349388
The Last of Days,Paul Doherty,11.99,11.99,075539786X,ePUB,219.0,9780755397860
Buried,Mark Billingham,12.99,12.99,0748109293,ePUB,528.0,9780748109296
Edgedancer,Brandon Sanderson,21.4,21.4,1250166543,Hardcover,272.0,9781250166548
Guardians Of The Galaxy Vol. 1,Brian Michael Bendis,16.12,12.99,130201367X,ePUB,,9781302013677
Crime and Punishment,Fyodor Dostoyevsky|Fuel,10.99,10.99,0141908351,ePUB,720.0,9780141908359
Working with Emotional Intelligence,Daniel Goleman,19.99,17.99,1408806193,ePUB,394.0,9781408806197
The Life,Martina Cole,11.99,11.99,0755375602,ePUB,512.0,9780755375608
The Winter Crown,Elizabeth Chadwick,19.99,19.99,0748133917,ePUB,496.0,9780748133918
The Falcon of Sparta,Conn Iggulden,15.99,15.99,1405921528,ePUB,480.0,9781405921527
Out of the Dark,Gregg Hurwitz,15.99,15.99,1405928557,ePUB,400.0,9781405928557
Artemis Fowl,Eoin Colfer,9.99,9.99,0141966645,ePUB,320.0,9780141966649
Cattle Kingdom,Christopher Knowlton,37.39,29.99,0544369971,ePUB,464.0,9780544369979
Marked,Benedict Jacka,11.99,11.99,035650722X,ePUB,384.0,9780356507224
Turtles All the Way Down,John Green,9.99,9.99,0241335442,ePUB,336.0,9780241335444
Steve Jobs,Walter Isaacson,13.99,13.99,0748131329,ePUB,448.0,9780748131327
Maigret and the Wine Merchant,Georges Simenon,15.99,15.99,0241304296,ePUB,160.0,9780241304297
The Confession,John Grisham,15.99,15.99,1409021556,ePUB,464.0,9781409021551
Zero to One,Peter Thiel|Blake Masters,24.99,21.75,0753555204,Paperback,224.0,9780753555200
Christmas at Rosie Hopkins' Sweetshop,Jenny Colgan,12.99,12.99,1405525673,ePUB,432.0,9781405525671
The Salt Path,Raynor Winn,14.99,14.99,1405937521,ePUB,320.0,9781405937528
The Diet Cure,Julia Ross,18.85,15.99,1101604042,ePUB,,9781101604045
"Where'd You Go, Bernadette",Maria Semple,11.99,11.99,0297867318,ePUB,304.0,9780297867319
The Moon's a Balloon,David Niven,15.99,15.99,0141937343,ePUB,336.0,9780141937342
Anything You Do Say,Gillian McAllister,15.99,15.99,140592828X,ePUB,400.0,9781405928281
Glory in Death,J.D. Robb,22.99,20.35,0749954213,Paperback,416.0,9780749954215
A Christmas Carol,Charles Dickens,8.25,8.25,0007350864,Paperback,144.0,9780007350865
The Secret Pilgrim,John le Carré,15.99,15.99,0141967447,ePUB,416.0,9780141967448
The Year Of The Flood,Margaret Atwood,12.99,12.99,0748113371,ePUB,432.0,9780748113378
Queen Camilla,Sue Townsend,15.99,15.99,0141900830,ePUB,464.0,9780141900834
Big Frank's Fire Truck,Leslie McGuire,8.79,7.99,0307982777,ePUB,,9780307982773
Secrets Of The Baby Whisperer,Tracy Hogg|Melinda Blau,19.99,19.99,1407024779,ePUB,304.0,9781407024776
The Big Sleep,Raymond Chandler,15.99,15.99,0141911115,ePUB,224.0,9780141911113
Dark Lover,J. R. Ward,11.99,11.99,0748129081,ePUB,480.0,9780748129089
X-Men,Chris Claremont,19.06,15.99,0785178260,ePUB,,9780785178262
The Help,Kathryn Stockett,15.99,15.99,0141930012,ePUB,464.0,9780141930015
Darien,C. F. Iggulden,15.99,15.99,0718186494,ePUB,352.0,9780718186494
Star Trek,Vonda N. McIntyre,23.99,23.99,0743499964,ePUB,464.0,9780743499965
Violets are Blue,James Patterson,12.99,12.99,075538735X,ePUB,335.0,9780755387359
The Last Astronaut,David Wellington,12.99,12.99,0356512282,ePUB,384.0,9780356512280
Missing Me,Sophie McKenzie,10.99,10.99,0857077295,ePUB,304.0,9780857077295
Emotional Agility,Susan David,15.99,15.99,024197657X,ePUB,272.0,9780241976579
The Island,Victoria Hislop,11.99,11.99,0755352440,ePUB,300.0,9780755352449
Exit Strategy,Martha Wells,20.53,16.99,1250185467,ePUB,,9781250185464
Naked Statistics,Charles Wheelan,29.95,22.25,039334777X,Paperback,304.0,9780393347777
An Offer You Can't Refuse,Jill Mansell,12.99,12.99,0755352017,ePUB,300.0,9780755352012
Mist's Edge,T.A. White,5.48,5.48,1370483058,ePUB,,9781370483051
The 7 Second CV,James Reed,18.99,18.99,0753553082,ePUB,208.0,9780753553084
The Hairy Bikers' Big Book of Baking,Hairy Bikers,19.99,19.99,0297868381,ePUB,224.0,9780297868385
Sharp Objects,Gillian Flynn,11.99,11.99,0297860240,ePUB,336.0,9780297860242
Dark Places,Gillian Flynn,12.99,11.99,0297855875,ePUB,368.0,9780297855873
The Outcast Dead,Elly Griffiths,11.99,11.99,0857388924,ePUB,400.0,9780857388926
"Once, Twice, Three Times an Aisling",Emer McLysaght|Sarah Breen,15.99,15.99,1405938250,ePUB,416.0,9781405938259
Revenge of the Middle-Aged Woman,Elizabeth Buchan,15.99,15.99,0141924438,ePUB,384.0,9780141924434
Kingdom of Fear,Hunter S Thompson,15.99,15.99,0241958733,ePUB,384.0,9780241958735
This Charming Man,Marian Keyes,15.99,15.99,0141909773,ePUB,912.0,9780141909776
As I Walked Out One Midsummer Morning,Laurie Lee,14.99,14.99,0141397039,ePUB,224.0,9780141397030
Letters from a Stoic,Seneca,10.99,10.99,0141914521,ePUB,256.0,9780141914527
The Other Daughter,Lisa Gardner,24.99,21.75,0755396510,Paperback,416.0,9780755396511
Seeing Behind the Veil,Ana Werner,46.25,46.25,0768442834,Paperback,240.0,9780768442830
The Way Of Shadows,Brent Weeks,11.99,11.99,0748112588,ePUB,688.0,9780748112586
The Republic of Thieves,Scott Lynch,12.99,12.99,0575088230,ePUB,880.0,9780575088238
The Sixth Extinction,Elizabeth Kolbert,15.99,13.99,1408851237,ePUB,336.0,9781408851234
Four Blind Mice,James Patterson,12.99,12.99,0755387147,ePUB,330.0,9780755387144
Wanderers,Chuck Wendig,23.99,19.99,039918211X,ePUB,,9780399182112
The Templar's Code,Chloe M. Palov,15.99,15.99,0141960655,ePUB,528.0,9780141960654
A Lion Among Men,Gregory Maguire,10.99,10.99,0061981745,ePUB,400.0,9780061981746
The Secret History,Donna Tartt,11.99,11.99,1405529636,ePUB,544.0,9781405529631
Glory in Death,J.D. Robb,11.99,11.99,0748121765,ePUB,336.0,9780748121762
Vile Bodies,Evelyn Waugh,15.99,15.99,0141190698,ePUB,256.0,9780141190693
The Humans,Matt Haig,21.08,16.99,0857868772,ePUB,304.0,9780857868770
Close Call,Stella Rimington,17.58,14.99,1408841061,ePUB,352.0,9781408841068
The Infinite Game,Simon Sinek,19.99,19.99,0241979722,ePUB,256.0,9780241979723
Shadow Hunter,Geoffrey Archer,15.99,15.99,144815152X,ePUB,320.0,9781448151523
Peace Comes to Honeyfield,Anna Jacobs,25.75,25.75,0749020555,Paperback,352.0,9780749020552
The Jeeves Omnibus - Vol 1,P G Wodehouse,17.99,17.99,1407070711,ePUB,592.0,9781407070711
Regeneration,Pat Barker,15.99,15.99,014190643X,ePUB,256.0,9780141906430
The Devil's Alternative,Frederick Forsyth,15.99,15.99,1407096184,ePUB,496.0,9781407096186
Fred & Rose,Howard Sounes,11.99,11.99,1405512172,ePUB,384.0,9781405512176
The Gladiator (Eagles of the Empire 9),Simon Scarrow,12.99,12.99,0755353455,ePUB,320.0,9780755353453
Cinderella Sister,Dilly Court,15.99,15.99,1407071874,ePUB,512.0,9781407071879
Magnus Chase and the Ship of the Dead (Book 3),Rick Riordan,9.99,9.99,0141342617,ePUB,528.0,9780141342610
Friends In High Places,Donna Leon,15.99,15.99,1407070541,ePUB,336.0,9781407070544
Tripwire,Lee Child,16.99,16.99,1407070215,ePUB,560.0,9781407070216
The Leopard,Jo Nesbo,15.99,15.99,1407086073,ePUB,752.0,9781407086071
Glow,W. H. Beck,11.99,11.99,0544759214,ePUB,32.0,9780544759213
The Night Stalker,Chris Carter,22.99,20.4,0857202979,Paperback,464.0,9780857202970
Nineteen Eighty-Four,George Orwell,10.99,10.99,0141919957,ePUB,400.0,9780141919959
Grand Union,Zadie Smith,15.99,15.99,0241983134,ePUB,304.0,9780241983133
The Whisper Man,Alex North,15.99,15.99,1405936010,ePUB,400.0,9781405936019
"Mary, Mary",James Patterson,12.99,12.99,0755387198,ePUB,327.0,9780755387199
The Winter King,Bernard Cornwell,15.99,15.99,0141952121,ePUB,512.0,9780141952123
The Orphan's Tales,Catherynne Valente,10.27,9.99,0553903101,ePUB,,9780553903102
Someone to Trust,Mary Balogh,22.99,20.4,0349419221,Paperback,400.0,9780349419220
Blink,Malcolm Gladwell,15.99,15.99,0141930187,ePUB,304.0,9780141930183
The Testing Guide,Joelle Charbonneau,4.99,4.99,0544084780,ePUB,,9780544084780
The Beautiful Summer,Cesare Pavese,15.99,15.99,0241983401,ePUB,112.0,9780241983409
The Separation,Dinah Jefferies,15.99,15.99,024196606X,ePUB,320.0,9780241966068
Best ever recipes,Slimming World,21.99,21.99,1409003175,ePUB,208.0,9781409003175
Body Of Evidence,Patricia Cornwell,11.99,11.99,0748109277,ePUB,400.0,9780748109272
The Wasp Factory,Iain Banks,11.99,11.99,0748109951,ePUB,256.0,9780748109951
How to be Both,Ali Smith,15.99,15.99,0241965616,ePUB,320.0,9780241965610
Orlando,Virginia Woolf,13.74,11.99,0857863436,ePUB,192.0,9780857863430
What Are You Looking At?,Will Gompertz,16.99,16.99,0670920509,ePUB,464.0,9780670920501
Split Second,David Baldacci,19.99,18.25,1529003318,Paperback,608.0,9781529003314
Warbreaker,Brandon Sanderson,11.99,11.99,0575097477,ePUB,688.0,9780575097476
Ruth's First Christmas Tree,Elly Griffiths,4.99,4.99,0544147774,ePUB,,9780544147775
Agent Running in the Field,John le Carré,15.99,15.99,0241986559,ePUB,272.0,9780241986554
A Christmas Carol,Charles Dickens,8.55,7.99,0553897055,ePUB,,9780553897050
I Looked Away,Jane Corry,15.99,15.99,0241984645,ePUB,464.0,9780241984642
The Moral Economists,Tim Rogan,47.29,37.99,1400888026,ePUB,280.0,9781400888023
Novacene,James Lovelock,16.99,16.99,0241399378,ePUB,160.0,9780241399378
Scoop,Evelyn Waugh,15.99,15.99,0141907177,ePUB,240.0,9780141907178
The Darkness,Ragnar Jónasson,15.99,15.99,1405930810,ePUB,400.0,9781405930819
Exile,James Swallow,27.99,23.75,1785760459,Paperback,576.0,9781785760457
Caesar,Adrian Goldsworthy|Dr Adrian Goldsworthy Ltd,17.99,17.99,0297864009,ePUB,704.0,9780297864004
Dune Messiah,Frank Herbert,24.99,24.99,0575104422,ePUB,416.0,9780575104426
"How to Care for Aging Parents, 3rd Edition",Virginia Morris,23.99,23.99,076117866X,ePUB,688.0,9780761178668
Natural Causes,James Oswald,15.99,15.99,1405913150,ePUB,400.0,9781405913157
Silence Of The Grave,Arnaldur Indridason,15.99,15.99,1407020951,ePUB,304.0,9781407020952
X-Men,Chris Claremont,24.93,20.99,0785171452,ePUB,,9780785171454
New Joe Abercrombie Novel #1,Joe Abercrombie,51.75,51.75,031618716X,Hardcover,480.0,9780316187169
The Last Man,Vince Flynn,4.99,4.99,0857208756,ePUB,448.0,9780857208750
Soul Music,Terry Pratchett,14.99,14.99,1407034936,ePUB,432.0,9781407034935
Andrew Carnegie,David Nasaw,15.42,12.99,1101201797,ePUB,896.0,9781101201794
The Good Liar,Nicholas Searle,15.99,15.99,0241973287,ePUB,288.0,9780241973288
Small Island,Andrea Levy,24.99,21.75,075530750X,Paperback,560.0,9780755307500
Use of Weapons,Iain M. Banks,12.99,12.99,0748110089,ePUB,432.0,9780748110087
No Further Questions,Gillian McAllister,15.99,15.99,1405934670,ePUB,400.0,9781405934671
2nd Chance,James Patterson|Andrew Gross,22.99,20.4,075534927X,Paperback,432.0,9780755349272
The Witches,Roald Dahl,9.99,9.99,0141930179,ePUB,224.0,9780141930176
The Book of Chuang Tzu,Chuang Tzu,14.99,14.99,0141913991,ePUB,352.0,9780141913995
Taunting Destiny,Amelia Hutchins,6.99,6.99,1301211222,ePUB,,9781301211227
The Betrayal,Helen Dunmore,15.99,15.99,0141946032,ePUB,336.0,9780141946030
Fingersmith,Sarah Waters,11.99,11.99,0748129235,ePUB,560.0,9780748129232
Ways of Seeing,John Berger,14.99,14.99,0141917989,ePUB,176.0,9780141917986
Revolution 1989,Victor Sebestyen,19.99,19.99,0297857886,ePUB,576.0,9780297857884
A Fall of Marigolds,Susan Meissner,23.99,19.99,1101625546,ePUB,304.0,9781101625545
